customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCalls,Churn
9027-XIJ,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,104.67,730.58,0,No
8939-QNX,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.23,1597.81,3,No
4081-IYC,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,118.78,343.5,4,Yes
3933-WNZ,Male,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.97,146.98,0,No
6006-BXN,Female,0,Yes,Yes,13,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),65.93,855.09,3,No
6830-DRX,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,118.76,4519.51,3,No
2690-EFG,Female,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,113.94,2957.92,2,No
4006-OZA,Male,0,No,No,39,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.51,3265.1,3,No
7007-DYA,Male,0,No,Yes,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.81,142.6,1,Yes
5490-JQD,Male,0,No,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,109.29,2280.2,1,Yes
3670-ZPU,Male,1,No,No,16,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),114.68,1824.0,2,No
8432-KKF,Female,0,Yes,No,57,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.97,5689.69,1,No
5725-FMV,Female,0,Yes,Yes,34,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,109.77,3728.22,2,No
9759-VEO,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.2,577.3,5,Yes
8002-RTN,Male,0,Yes,No,21,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),107.41,2265.58,0,No
9831-OZE,Female,0,Yes,No,14,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),108.13,1505.82,4,Yes
5537-DBG,Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,106.8,1610.02,2,Yes
3985-PJR,Male,0,No,No,26,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),129.4,3367.94,1,No
4988-MAA,Female,0,Yes,No,7,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,85.89,612.41,0,Yes
1037-YZM,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),51.12,559.2,3,Yes
2832-YQP,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.63,352.74,1,No
1432-OXA,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,51.5,2107.63,0,No
7411-EXF,Female,1,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,107.42,7742.07,0,No
6720-AYA,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,116.04,1621.93,1,Yes
1671-JJC,Female,0,No,No,3,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,96.19,301.27,2,Yes
3096-SKR,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),124.47,386.76,3,No
6121-IXQ,Female,0,No,Yes,13,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,66.46,877.74,1,No
5515-QQL,Male,0,No,No,13,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),86.04,1124.66,6,No
6563-TRC,Male,1,Yes,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),109.5,430.14,2,Yes
7200-RDQ,Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,114.29,4810.13,3,No
8345-ENJ,Female,0,No,Yes,18,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,97.17,1740.06,3,No
5512-PKW,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.65,273.3,1,Yes
4219-FXV,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,113.19,353.71,0,Yes
5183-XIV,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),112.1,1678.14,1,Yes
6323-QYO,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),125.58,487.81,1,No
8773-SVJ,Female,1,No,No,21,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.22,2030.26,2,No
3108-ZLN,Male,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.47,666.29,2,Yes
6279-IMC,Female,0,No,No,64,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.33,6348.61,3,No
4900-NUJ,Female,1,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),105.83,1482.47,1,No
8939-TWY,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,107.82,2585.06,0,No
8838-KPT,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,117.11,4903.91,3,No
2845-WQM,Male,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),108.39,1091.33,1,No
8069-CIF,Male,0,No,No,18,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,109.08,1958.12,1,No
8573-UKP,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),113.97,469.22,0,Yes
3162-ENQ,Male,0,Yes,No,15,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.09,1421.06,2,Yes
8714-DPP,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,103.72,1253.81,0,No
9148-ZYD,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,106.46,1497.94,1,Yes
5242-ZQM,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,51.86,156.38,2,No
8833-VWZ,Female,0,Yes,No,13,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.87,1094.28,1,No
1667-ALD,Male,0,No,No,52,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,96.57,5022.6,2,No
9080-HFU,Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,41.91,2922.51,2,No
7604-KPP,Female,0,No,Yes,7,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,96.95,692.35,2,Yes
2025-JLH,Female,0,No,Yes,9,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),68.84,608.73,3,No
6546-JMY,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,96.03,81.85,4,Yes
3022-XCT,Female,0,Yes,No,4,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,54.18,202.15,4,Yes
2298-GIS,Male,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,49.12,549.95,2,No
7709-HVR,Male,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,117.29,3398.77,2,Yes
3620-WBR,Male,1,No,No,9,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.77,743.99,1,No
3289-KAN,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,104.53,217.2,2,Yes
8690-AGP,Female,0,Yes,Yes,33,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,92.65,3058.17,3,No
3666-PSQ,Female,1,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.18,757.24,3,Yes
8641-FKQ,Male,0,Yes,No,19,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.39,1624.12,3,No
1840-RQL,Male,0,No,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),136.36,1375.49,1,No
5118-VVE,Female,0,No,No,24,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),67.23,1608.96,2,No
8226-DCZ,Male,0,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),116.08,6513.95,4,Yes
5311-WYQ,Female,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,52.71,1095.91,5,Yes
3982-ZDW,Female,0,No,No,23,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.33,1689.4,0,No
1556-LAU,Male,0,Yes,No,12,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,85.11,1027.95,3,No
9146-UTR,Female,1,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.58,320.91,0,Yes
5019-CQL,Female,1,No,Yes,14,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),109.68,1548.43,5,Yes
1671-JHO,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),114.08,7406.55,1,No
2860-DZU,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),42.28,1233.73,3,No
2074-UDO,Female,0,No,Yes,17,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),97.35,1653.47,2,No
7763-CJO,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),107.61,2683.56,3,No
7327-WRA,Female,1,No,Yes,21,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),98.68,2058.77,4,Yes
3338-UZL,Male,1,Yes,No,61,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,87.99,5357.02,0,No
5608-CCE,Female,1,Yes,No,7,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),108.5,752.24,1,Yes
7610-YAD,Female,0,No,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.98,2862.48,3,No
5284-ZZD,Female,1,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,105.8,3187.74,2,No
6901-RAV,Female,0,No,No,4,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,100.29,394.95,5,Yes
5482-WUI,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),47.79,561.08,3,No
7806-DUE,Female,0,Yes,No,15,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),118.87,1778.82,0,No
8338-UZI,Female,1,Yes,Yes,3,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),109.67,343.88,3,Yes
6241-CFX,Female,1,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),95.67,2017.56,1,Yes
3588-OWC,Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,117.24,927.67,1,No
4520-TVS,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),129.95,2069.7,1,No
4757-QVN,Female,1,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.97,722.41,3,Yes
7000-YNL,Male,0,No,Yes,19,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),83.56,1578.47,2,No
5239-AMF,Male,0,Yes,No,47,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,64.91,3065.68,2,No
5150-SFG,Male,0,Yes,No,38,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,68.92,2628.24,2,No
7468-FPY,Female,0,No,No,52,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),88.93,4609.95,1,No
1864-MTJ,Female,1,Yes,No,22,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.76,1946.4,3,Yes
9663-JIM,Male,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),107.6,2575.62,3,Yes
2410-RTB,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.43,646.04,0,No
4483-SWM,Female,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,49.78,1590.11,1,No
4041-AXE,Female,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,52.15,307.24,3,Yes
8287-CGX,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.98,668.03,5,Yes
3750-VMW,Female,1,Yes,No,32,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.96,3880.7,0,No
7429-RXU,Female,0,No,Yes,38,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,77.6,2962.62,1,No
1774-AEQ,Male,1,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),127.09,1027.67,2,Yes
7107-HOT,Male,1,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,114.44,692.95,2,Yes
1929-EAY,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,76.9,688.27,2,No
8973-BZZ,Male,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.59,3110.43,1,No
3819-GVZ,Male,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),119.34,478.98,1,Yes
2184-AHT,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,50.46,3634.18,2,No
1527-UMW,Female,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.56,7830.43,1,No
4319-ZWR,Female,0,No,Yes,39,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,66.17,2588.89,1,No
4133-TJL,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,106.92,3836.0,3,Yes
5928-JIC,Male,0,Yes,No,72,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,98.59,7101.5,2,No
5091-SZI,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),47.71,436.01,1,No
7249-SPX,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,41.59,161.93,0,No
1892-CBA,Female,0,Yes,Yes,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),117.43,5156.08,2,No
6873-XIM,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,47.5,231.14,5,Yes
1897-GPU,Female,0,No,Yes,2,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),117.49,225.25,3,Yes
6778-YOV,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,136.98,824.37,3,Yes
5512-UGT,Male,1,Yes,No,15,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,89.14,1334.84,4,No
6640-YYA,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,130.5,2363.88,7,Yes
5370-NTJ,Female,0,No,No,2,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.02,169.88,1,No
4816-JFQ,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),129.36,1950.2,1,Yes
5184-FDT,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,108.75,2613.7,3,Yes
6969-ZXD,Male,0,No,No,68,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),104.45,7092.23,2,No
9127-HQE,Male,0,Yes,No,7,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,111.8,777.68,2,Yes
1632-AMD,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,129.62,775.25,3,Yes
3901-ZXN,Female,0,No,Yes,13,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.24,1115.35,0,No
4872-WLK,Male,0,Yes,No,72,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,56.05,4042.37,1,No
9007-YFV,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,95.18,1054.81,1,Yes
4553-STT,Male,0,No,No,2,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),84.59,182.3,5,Yes
1544-JPD,Male,0,No,No,8,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.15,678.56,6,Yes
7618-KPT,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),120.45,2518.31,2,Yes
1096-PSU,Male,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.7,538.81,1,Yes
6397-III,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,128.27,4889.09,2,No
6914-QLY,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),118.04,2838.83,1,No
9399-RAA,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,42.92,894.36,3,No
5299-FIW,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,48.37,481.76,4,No
9634-PRQ,Female,0,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),50.63,1060.32,3,No
2461-HCZ,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.13,918.76,4,No
8192-ZEW,Male,0,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.98,112.04,2,No
5775-SRR,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,127.09,4316.55,2,Yes
8028-AOR,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,94.05,1234.68,2,No
1952-GPP,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),105.89,3600.99,1,No
8205-IGN,Female,0,No,No,5,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,97.41,496.42,3,Yes
3484-PYF,Female,0,No,Yes,27,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,98.51,2671.09,1,No
8829-PTP,Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,116.2,126.96,2,Yes
1656-EYM,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,121.03,608.34,2,Yes
7839-ELI,Male,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),52.69,2942.44,3,No
8938-CAY,Female,0,No,No,16,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),104.99,1683.91,3,Yes
4285-RXL,Male,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,38.35,694.92,1,No
5584-RRG,Female,0,Yes,Yes,60,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),97.04,5819.16,0,No
9026-DMQ,Male,0,No,No,17,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,88.23,1501.97,3,Yes
3273-NCE,Male,0,Yes,No,27,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.77,2938.16,2,No
2677-CWG,Male,1,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.77,123.53,1,No
6873-MWV,Male,0,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,59.99,183.69,0,No
3520-MPI,Female,0,Yes,No,11,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,64.13,692.98,3,No
6729-WEV,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.58,1659.69,1,No
4683-QIT,Female,0,Yes,No,15,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,98.93,1482.73,4,No
9055-RUV,Male,1,Yes,Yes,5,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,97.12,492.88,0,No
2868-HAQ,Male,0,Yes,No,20,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),109.73,2185.17,0,No
7403-UMI,Female,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,48.12,398.2,3,No
7010-GWX,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),40.14,2877.0,4,No
8678-EEQ,Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),127.41,2789.72,4,No
5637-IFY,Male,0,Yes,No,72,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.66,6300.93,3,No
7034-PUB,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.75,65.29,2,Yes
9457-PEO,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),84.57,87.14,1,Yes
7476-MMO,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),125.32,2139.07,2,Yes
5717-HKR,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,105.98,5305.41,3,No
6539-ZJA,Female,0,Yes,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.5,342.05,2,No
2284-MAW,Female,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),95.91,5094.79,3,No
6607-CCG,Female,1,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,127.55,500.23,3,Yes
3787-COH,Female,0,No,Yes,31,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,112.64,3494.81,5,No
7338-GRK,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),39.27,1060.91,1,No
5522-QFH,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,39.79,799.06,4,No
